search_string	total_results	first_search_status	search_url	ris_download_url	count_ris_records
(title:(cancer OR carcinoma) OR abstract:(cancer OR carcinoma)) AND (title:(surgery OR surgical) OR abstract:(surgery OR surgical)) AND (title:(immunology) OR abstract:(immunology))	47	ok	https://www.epistemonikos.org/en/api/documents?classification=all&countries=all&pmc=all&study_design=all&systematic_review_type=all&type_of_meta_analysis=all&protocol=no&q=&page=1&query=%28title%3A%28cancer+OR+carcinoma%29+OR+abstract%3A%28cancer+OR+carcinoma%29%29+AND+%28title%3A%28surgery+OR+surgical%29+OR+abstract%3A%28surgery+OR+surgical%29%29+AND+%28title%3A%28immunology%29+OR+abstract%3A%28immunology%29%29	https://www.epistemonikos.org/en/documents/documents_ris?classification=all&countries=all&pmc=all&protocol=no&study_design=all&systematic_review_type=all&type_of_meta_analysis=all&q=&size=47&query=%28title%3A%28cancer+OR+carcinoma%29+OR+abstract%3A%28cancer+OR+carcinoma%29%29+AND+%28title%3A%28surgery+OR+surgical%29+OR+abstract%3A%28surgery+OR+surgical%29%29+AND+%28title%3A%28immunology%29+OR+abstract%3A%28immunology%29%29	47
